"","year","state","state.1","poptotal","evangelical_pop","nonwhite","gini_coef","total_expenditure","total_revenue","gsppcap","incomepcap","unemployment","povrate","earned_income_taxcredit","x_sales_taxes","x_tax_burden","x_top_corporateincometaxrate","hou_chamber","sen_chamber","h_diffs","s_diffs","pctfemaleleg","efna_index","vepvotingrate","overall_fin_reg","union_density","innovatescore_boehmkeskinner","citi6013","anti_environment","anti_welfare","anti_race","mathscore4th","readscore4th","sqli","genderrights_state_eras","solaw","w_environment_solar_taxcredit","drugs_medical_marijuana","labor_minwage_abovefed","labor_right_to_work","i_rps"
"91",1988,"AR","Arkansas",2342656,46.400002,0.177306876,0.54756761,3570259,3958560,18423,12855,7.7,21.6,0,4,0.086,6,NA,NA,NA,NA,6.7,6.9,0.49,NA,9.899999619,0.028208,56.59661,0.064429358,0.447957626,0.318598969,NA,NA,NA,0,0,0,NA,0,1,"0"
"92",1989,"AR","Arkansas",2346358,46.400002,0.177427962,0.57657987,3840333,4299848,18758,13727,7.2,18.3,0,4,0.086,6,NA,NA,NA,NA,7.4,7,NA,NA,10.10000038,0.027177,53.94796,0.049411699,0.417329836,0.33103907,NA,NA,NA,0,0,0,NA,0,1,"0"
"93",1990,"AR","Arkansas",2350624,46.400002,0.177657172,0.56679815,4223335,4545433,18882,14402,6.9,19.6,0,4,0.085,6,NA,NA,NA,NA,7.4,6.9,0.41,NA,10.5,0.027177,41.13787,0.047455866,0.440821838,0.231285411,NA,NA,NA,0,0,0,NA,0,1,"0"
"94",1991,"AR","Arkansas",2370666,46.400002,0.178787857,0.56412637,4649190,4809850,19511,15103,7.3,17.3,0,4.5,0.087,6.5,NA,NA,NA,NA,7.4,6.8,NA,NA,10.39999962,0.036772,40.27706,0.086857513,0.388284734,0.181877953,NA,NA,NA,0,0,0,NA,0,1,"0"
"95",1992,"AR","Arkansas",2394098,46.400002,0.179834172,0.56530231,5478493,5864295,20389,16204,7.2,17.5,0,4.5,0.091,6.5,NA,NA,NA,NA,7.4,6.8,0.54,10,8.800000191,0.036772,45.69466,0.104037113,0.462211521,0.215039782,210.206,210.9,43,0,0,0,NA,0,1,"0"
"96",1993,"AR","Arkansas",2423743,46.400002,0.181427807,0.55129468,6014728,6446052,20664,16692,6.2,20,0,4.5,0.091,6.5,0.182,0.064,0.087,0.306,10.4,6.7,NA,NA,8.399999619,0.024849,42.23121,0.121216714,0.536138308,0.248201612,NA,NA,41,0,0,0,NA,0,1,"0"
"97",1994,"AR","Arkansas",2450605,46.400002,0.182207674,0.55214709,6077749,6869584,21508,17496,5.3,15.3,0,4.5,0.092,6.5,0.182,0.064,0.087,0.306,11.1,6.8,0.4,10,8.100000381,0.024849,40.29626,0.091750488,0.560594053,0.269565781,NA,208.634,41,0,0,0,NA,0,1,"0"
"98",1995,"AR","Arkansas",2480121,43.799999,0.184131861,0.55195004,6616119,7368193,22023,18260,NA,14.9,0,4.5,0.092,6.5,0.184,0.064,0.136,0.467,12.6,6.9,NA,NA,7.900000095,0.05112,40.07278,0.100089237,0.563110654,0.250816665,NA,NA,41,0,0,0,NA,0,1,"0"
"99",1996,"AR","Arkansas",2504858,43.799999,0.187313765,0.57227582,7050461,8646187,22684,19170,5.4,17.2,0,4.5,0.093,6.5,0.184,0.064,0.136,0.467,12.6,6.9,0.48,10,7.199999809,0.05112,35.48787,0.108427979,0.565627256,0.23206755,215.846,NA,44,0,0,0,0,0,1,"0"
"100",1997,"AR","Arkansas",2524007,43.799999,0.189083591,0.5534206,7684652,8843946,27406,19846,5.3,19.7,0,4.63,0.091,6.5,0.184,0.078,0.366,0.679,17,6.9,NA,NA,6,0.066624,45.35253,0.094997831,0.510032792,0.221680391,NA,NA,46,0,0,0,0,0,1,"0"
"101",1998,"AR","Arkansas",2538202,43.799999,0.190900311,0.56129438,8103515,9487069,27569,20798,5.5,14.7,0,4.63,0.091,6.5,0.184,0.078,0.366,0.679,17,7,0.38,12,6.199999809,0.066624,47.00432,0.081567682,0.454438329,0.211293232,NA,208.742,45,0,0,0,0,0,1,"0"
"102",1999,"AR","Arkansas",2551373,43.799999,0.192444146,0.56179285,8943119,10361000,28784,21556,4.5,14.7,0,4.63,0.09,6.5,0.173,0.08,0.574,0.432,14.8,6.9,NA,NA,7.599999905,0.082064,46.31619,0.080470175,0.444083413,0.207921097,NA,NA,47,0,0,0,0,0,1,"0"
"103",2000,"AR","Arkansas",2678217,43.799999,0.2027587,0.5579235,9589172,10789380,28845,22574,4.4,16.5,0,4.63,0.09,6.5,0.173,0.08,0.574,0.432,15.6,7,0.48,12,5.900000095,0.082064,33.54799,0.079372674,0.433728497,0.204548961,216.176,NA,47,0,0,0,0,0,1,"0"
"104",2001,"AR","Arkansas",2689601,43.799999,0.207487732,0.55758613,10597097,10330394,29058,23864,5.1,17.8,0,5.13,0.09,6.5,0.233,0.154,0.521,0.463,13.3,7.2,NA,NA,6.400000095,0.120199,49.72429,0.080398731,0.407374151,0.210487938,NA,NA,43,0,0,0,0,0,1,"0"
"105",2002,"AR","Arkansas",2701889,43.799999,0.210448191,0.56471217,11550140,10247487,29674,24260,5.4,19.8,0,5.13,0.092,6.5,0.233,0.154,0.521,0.463,13.3,6.8,0.41,14,6.099999905,0.120199,43.52847,0.081424788,0.381019804,0.216426915,NA,212.882,44,0,0,0,0,0,1,"0"
"106",2003,"AR","Arkansas",2717909,43.799999,0.213543043,0.59268767,12084818,11805012,30360,25407,6.2,17.8,0,5.13,0.092,6.5,0.238,0.174,0.511,0.495,16.3,7.2,NA,NA,4.900000095,0.002903,50.40571,0.084095955,0.377678426,0.211517367,229.007,213.615,46,0,0,0,0,0,1,"0"
"107",2004,"AR","Arkansas",2740191,43.799999,0.216476277,0.61965591,12681105,14225176,31194,26810,5.9,15.1,0,5.13,0.092,6.5,0.238,0.174,0.511,0.495,16.3,6.9,0.54,14,4.900000095,0.002903,52.62814,0.086767115,0.374337049,0.206607819,NA,NA,45,0,0,0,0,0,1,"0"
"108",2005,"AR","Arkansas",2768918,39.900002,0.220030338,0.64308131,13077224,14917752,31724,27858,5.2,13.8,0,6,0.097,6.5,0.339,0.179,0.468,0.468,16.3,6.9,NA,NA,4.800000191,0.093463,49.1916,0.077407554,0.39458811,0.212883593,235.545,217.072,44,0,0,0,0,0,1,"0"
"109",2006,"AR","Arkansas",2804199,39.900002,0.224073112,0.66687471,13948744,16481194,32107,29385,5.2,17.7,0,6,0.1,6.5,0.339,0.179,0.468,0.468,17,6.9,0.39,14,5.199999809,0.093463,49.14935,0.068047993,0.414839172,0.219159367,NA,NA,46,0,0,0,0,1,1,"0"
"110",2007,"AR","Arkansas",2830557,39.900002,0.240223557,0.66840589,14948566,18175873,32014,31353,5.3,13.8,0,6,0.101,6.5,0.317,0.183,0.507,0.443,20.7,6.8,NA,NA,5.400000095,0.071675,56.38674,0.09012422,0.412694832,0.178412853,237.671,217.028,46,0,0,0,0,1,1,"0"
"111",2008,"AR","Arkansas",2855390,39.900002,0.243523657,0.66741055,15655753,15110836,31701,32834,5.5,15.3,0,6,0.099,6.5,0.317,0.183,0.507,0.443,20.7,6.8,0.53,14,6,0.071675,57.63297,0.112200439,0.410550491,0.137666339,NA,NA,46,0,0,0,0,0,1,"0"
"112",2009,"AR","Arkansas",2896843,39.900002,0.249078885,0.62602568,16164504,12479447,30979,31969,7.8,18.9,0,6,0.1,6.5,NA,NA,NA,NA,23,6.6,NA,NA,4.199999809,0.003891,44.23417,0.139612198,0.409550984,0.17014788,237.541,216.152,42,0,0,0,0,0,1,"0"
"113",2010,"AR","Arkansas",2921964,39.900002,0.19627285,0.58873832,17353711,19595441,31431,32678,8.2,15.5,0,6,0.1,6.5,NA,NA,NA,NA,23,6.4,0.38,14,4,0.003891,32.17315,0.167023957,0.408551477,0.202629422,NA,NA,43,0,0,0,0,0,1,"0"
"114",2011,"AR","Arkansas",2940667,39.900002,0.252412111,0.61083961,18861507,22785157,NA,33856,8.3,18.7,0,6,NA,6.5,0.419,0.367,0.907,0.678,22.2,6.4,NA,NA,4.199999809,NA,29.17345,0.134774134,0.432829743,0.191676456,237.81,216.515,44,0,0,0,0,0,1,"0"
"115",2012,"AR","Arkansas",2949131,39.900002,NA,0.61152905,19618284,18442541,NA,36231,7.6,20.1,0,6,NA,6.5,0.415,0.367,0.909,0.678,22.2,6.5,0.51,14,NA,NA,30.16779,0.102524318,0.457108009,0.18072349,NA,NA,44,0,0,0,0,0,1,"0"
"116",2013,"AR","Arkansas",2959373,39.900002,NA,0.59769857,19521719,21542067,NA,36224,7.3,17.1,0,6,NA,6.5,0.678,0.821,0.987,0.77,17,6.5,NA,NA,NA,NA,29.77492,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,1,"0"
"117",2014,"AR","Arkansas",2966369,NA,NA,NA,20476493,23437178,NA,38247,6.1,18.4,0,6,NA,6.5,0.678,0.848,0.987,0.736,17,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,1,"0"
"118",2015,"AR","Arkansas",2978204,NA,NA,NA,21352833,21665918,NA,39491,5.1,16.1,NA,NA,NA,NA,0.954,0.904,1.072,0.836,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"119",2016,"AR","Arkansas",2988248,NA,NA,NA,22910901,21439227,NA,40360,4,16,NA,NA,NA,NA,0.953,0.904,1.047,0.836,20,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"120",2017,"AR","Arkansas",3004279,NA,NA,NA,22699462,25719389,NA,41622,3.7,14.8,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"121",2018,"AR","Arkansas",3009733,NA,NA,NA,22520283,25425731,NA,43290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"122",2019,"AR","Arkansas",3017804,NA,NA,NA,NA,NA,NA,44582,NA,NA,NA,6.5,NA,6.5,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"123",2020,"AR","Arkansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0"
"124",1980,"AZ","Arizona",2718215,14.3,0.173669979,0.48441675,2637286,3187079,NA,9484,6.6,12.8,NA,4,0.092,10,NA,NA,NA,NA,NA,NA,0.46,NA,16.10000038,0.000531,25.54714,0.231680453,0.610424698,0.277051366,NA,NA,NA,0,0,0,NA,0,1,"0"
"125",1981,"AZ","Arizona",2810107,14.3,0.25392136,0.48841175,3075580,3404704,NA,10582,9.1,11.7,NA,4,0.086,10,NA,NA,NA,NA,18.9,6.8,NA,NA,10.80000019,0.025351,23.92625,0.17456606,0.615024032,0.284061425,NA,NA,NA,0,0,0,NA,0,1,"0"
"126",1982,"AZ","Arizona",2889861,14.3,0.255679578,0.49420145,3245103,3502573,NA,10882,9.9,14.8,NA,4,0.085,10,NA,NA,NA,NA,NA,6.7,0.36,NA,11.19999981,0.025351,28.96193,0.117451668,0.619623365,0.291071485,NA,NA,NA,0,0,0,NA,0,1,"0"
"127",1983,"AZ","Arizona",2968925,14.3,0.257848769,0.49703595,3589487,3969222,NA,11630,9.1,16.3,NA,5,0.088,10,NA,NA,NA,NA,21.1,6.8,NA,NA,11.60000038,0.048839,38.63868,0.092703998,0.473385672,0.201588713,NA,NA,NA,0,0,0,NA,0,1,"0"
"128",1984,"AZ","Arizona",3067135,14.3,0.26043722,0.49934083,4045615,4551986,NA,12803,5,18.2,NA,5,0.092,10,NA,NA,NA,NA,21.1,7,0.48,NA,9.199999809,0.048839,41.09174,0.082211822,0.505448018,0.265827316,NA,NA,NA,0,0,0,NA,0,1,"0"
"129",1985,"AZ","Arizona",3183538,15.5,0.263318151,0.50646967,4598782,5330494,NA,13636,6.5,10.7,NA,5,0.094,10,NA,NA,NA,NA,20,7,NA,NA,9.5,0.027113,33.112,0.103955917,0.452210104,0.237237998,NA,NA,NA,0,0,0,NA,0,1,"0"
"130",1986,"AZ","Arizona",3308262,15.5,0.266309857,0.51759851,5074152,6037995,NA,14335,6.9,14.3,NA,5,0.095,10,NA,NA,NA,NA,20,7.1,0.37,NA,8.300000191,0.027113,35.24423,0.073374234,0.449899697,0.203158016,NA,NA,NA,0,0,0,NA,0,1,"0"
"131",1987,"AZ","Arizona",3437103,15.5,0.270437896,0.53215063,5904421,6673432,22286,14896,6.2,12.8,NA,5,0.095,10,NA,NA,NA,NA,23.3,7,NA,NA,6.199999809,0.070323,38.00209,0.093261167,0.525985418,0.175387486,NA,NA,NA,0,0,0,NA,0,1,"0"
"132",1988,"AZ","Arizona",3535183,15.5,0.274691075,0.55236536,6319404,6868489,22703,15583,6.3,14.1,0,5,0.095,10,NA,NA,NA,NA,23.3,7,0.48,NA,7,0.070323,37.7372,0.065616511,0.489632384,0.241998796,NA,NA,NA,0,0,0,NA,0,1,"0"
"133",1989,"AZ","Arizona",3622185,15.5,0.279132515,0.57877874,7157299,7577644,22354,16281,5.2,14.1,0,5,0.095,10,NA,NA,NA,NA,30,7,NA,NA,7.400000095,0.029563,37.22603,0.032468069,0.434757782,0.221393455,NA,NA,NA,0,0,0,NA,0,1,"0"
"134",1990,"AZ","Arizona",3665339,15.5,0.282467395,0.57635748,8264809,8618863,22151,16806,5.3,13.7,0,5,0.098,10,NA,NA,NA,NA,30,6.8,0.42,NA,7.900000095,0.029563,38.65205,0.050187524,0.428101485,0.168441656,NA,NA,NA,0,0,0,NA,0,1,"0"
"135",1991,"AZ","Arizona",3762394,15.5,0.288840234,0.58005512,8041370,9016008,21630,17253,5.7,14.8,0,5,0.1,9.3,NA,NA,NA,NA,34.4,6.6,NA,NA,7.800000191,0.064696,35.66222,0.093792476,0.392646847,0.184463011,NA,NA,NA,0,0,0,NA,0,1,"0"
"136",1992,"AZ","Arizona",3867333,15.5,0.293878704,0.578206,9095781,9551394,23056,17762,7.4,15.8,0,5,0.099,9.3,NA,NA,NA,NA,34.4,6.5,0.56,14,7.400000095,0.064696,43.20976,0.100691706,0.478019881,0.201469551,215.254,209.402,39,0,0,0,NA,0,1,"0"
"137",1993,"AZ","Arizona",3993390,15.5,0.298590273,0.56587583,9782725,10843407,23347,18371,6.2,15.4,0,5,0.099,9.3,NA,NA,NA,NA,33.3,6.5,NA,NA,7.400000095,0.148943,39.2072,0.107590944,0.563392915,0.218476092,NA,NA,38,0,0,0,NA,0,1,"0"
"138",1994,"AZ","Arizona",4147561,15.5,0.301556408,0.56084323,10522311,11748570,24523,19385,6.4,15.9,0,5,0.098,9.3,NA,NA,NA,NA,33.3,6.7,0.39,14,8.100000381,0.148943,33.25286,0.109116092,0.681294256,0.267974562,NA,206.213,39,0,0,0,NA,0,1,"0"
"139",1995,"AZ","Arizona",4306908,17.4,0.305837482,0.56444764,11162452,12593371,25272,20164,NA,16.1,0,5,0.096,9,NA,NA,NA,NA,30,6.8,NA,NA,8.199999809,0.093333,40.25646,0.121547811,0.645656439,0.260763747,NA,NA,38,0,0,2,NA,0,1,"0"
"140",1996,"AZ","Arizona",4432308,17.4,0.310312271,0.58108991,11898144,12594269,26351,21159,5.5,20.5,0,5,0.093,9,0.459,0.318,1.648,1.33,30,7.1,0.46,14,5.900000095,0.093333,36.16748,0.133979529,0.610018622,0.253552931,217.576,NA,40,0,0,2,0,0,1,"0"
"141",1997,"AZ","Arizona",4552207,17.4,0.314567447,0.56810433,12418681,13458281,29917,22231,4.6,17.2,0,5,0.088,9,0.459,0.166,1.845,1.422,37.8,7.2,NA,NA,7.099999905,0.112495,42.39118,0.108428098,0.532684397,0.231791424,NA,NA,40,0,0,2,0,0,1,"0"
"142",1998,"AZ","Arizona",4667277,17.4,0.319391698,0.5737437,13327967,16582395,31745,23722,4.1,16.6,0,5,0.086,9,0.456,0.166,1.813,1.353,36.7,7.4,0.32,14,6.5,0.112495,43.53239,0.082876667,0.455350171,0.210029917,NA,206.435,37,0,0,2,0,0,1,"0"
"143",1999,"AZ","Arizona",4778332,17.4,0.324119925,0.57444656,14278357,15121888,33505,24583,4.4,12.2,0,5,0.086,8,0.493,0.039,1.762,1.311,35.6,7.4,NA,NA,6.900000095,0.098675,40.11072,0.079819575,0.439418561,0.180814371,NA,NA,36,0,0,2,0,0,1,"0"
"144",2000,"AZ","Arizona",5166810,17.4,0.34540987,0.57627898,16315915,16315430,34736,26293,3.9,11.7,0,5,0.086,8,0.493,0.039,1.762,1.311,35.6,7.4,0.46,20,6.599999905,0.098675,40.23054,0.07676249,0.423486951,0.151598824,218.868,NA,37,0,0,2,0,0,1,"0"
"145",2001,"AZ","Arizona",5303632,17.4,0.357475102,0.55873424,17143148,15488897,35267,27091,4.7,14.6,0,5.6,0.085,6.97,0.275,-0.38,1.507,1.429,35.6,7.7,NA,NA,6.099999905,0.149362,42.84369,0.070262894,0.39979432,0.162980792,NA,NA,32,0,0,2,0,0,1,"1"
"146",2002,"AZ","Arizona",5449195,17.4,0.364556074,0.55747098,18606630,17297726,35282,27459,6.2,13.5,0,5.6,0.087,6.97,0.275,-0.18,1.507,1.424,35.6,7.4,0.36,20,5.699999809,0.149362,43.81531,0.063763291,0.376101689,0.17436276,NA,205.347,41,0,0,2,0,0,1,"1"
"147",2003,"AZ","Arizona",5585512,17.4,0.370957047,0.5645777,19606017,17927436,36315,28239,5.6,13.5,0,5.6,0.089,6.97,0.391,0.244,2.144,1.683,27.8,7.7,NA,NA,5.199999809,0.004571,46.84286,0.076510452,0.394282187,0.177010599,228.911,208.873,35,0,0,2,0,0,1,"1"
"148",2004,"AZ","Arizona",5750475,17.4,0.376500517,0.57719165,21765804,23784448,36725,30080,5.1,14.4,0,5.6,0.087,6.97,0.472,0.244,2.144,1.79,27.8,7.4,0.54,20,6.300000191,0.004571,47.75082,0.089257613,0.412462685,0.179658437,NA,NA,30,0,0,2,0,0,1,"1"
"149",2005,"AZ","Arizona",5961239,18.1,0.383467883,0.59074521,24114417,25452661,38186,32223,4.7,15.2,0,5.6,0.088,6.97,0.582,0.595,2.215,1.881,33.3,7.5,NA,NA,6.099999905,0.184766,46.69436,0.079406843,0.408056398,0.19122725,229.801,207.143,17,0,0,2,0,0,1,"1"
"150",2006,"AZ","Arizona",6178251,18.1,0.391472816,0.59717953,26349076,29656215,39643,34326,4.2,14.4,0,5.6,0.087,6.97,0.594,0.595,2.246,2.02,33.3,7.5,0.39,20,7.699999809,0.184766,50.14946,0.069556065,0.40365011,0.202796063,NA,NA,13,0,0,2,0,0,1,"1"
"151",2007,"AZ","Arizona",6353421,18.1,0.409447908,0.60248977,28828472,31885916,39708,35441,3.9,14.3,0,5.6,0.093,6.97,0.422,0.461,2.386,2.168,33.3,7.3,NA,NA,8.800000191,0.22118,48.69186,0.100417703,0.412988347,0.176513954,231.937,209.521,21,0,0,2,0,1,1,"1"
"152",2008,"AZ","Arizona",6500180,18.1,0.416053861,0.60208684,30857509,27144911,38305,36054,6.2,18,0,5.6,0.09,6.97,0.422,0.581,2.393,2.178,34.4,7.1,0.57,20,8.800000191,0.22118,48.54311,0.131279349,0.422326584,0.150231845,NA,NA,17,0,0,2,0,1,1,"1"
"153",2009,"AZ","Arizona",6343154,18.1,0.426831692,0.60826588,31516818,23232724,35754,33957,9.9,21.2,0,5.6,0.087,6.97,0.639,0.591,2.443,2.255,31.1,7.1,NA,NA,6.5,0.022222,44.17938,0.135424644,0.421295869,0.176824813,229.991,209.989,30,0,0,2,0,0,1,"1"
"154",2010,"AZ","Arizona",6407172,18.1,0.305014879,0.61789483,33015591,32841609,35624,34553,10.4,18.6,0,5.6,0.084,6.97,0.652,0.609,2.456,2.268,32.2,7,0.41,20,6.400000095,0.022222,39.17368,0.139569923,0.420265153,0.20341778,NA,NA,32,0,0,2,0,0,1,"1"
"155",2011,"AZ","Arizona",6472643,18.1,0.418001711,0.62422591,32875412,38028534,NA,34968,9.5,17.2,0,6.6,NA,6.97,0.811,0.888,2.535,2.508,34.4,7.1,NA,NA,6,NA,47.28214,0.127581686,0.463207473,0.208260682,235.158,212.395,34,0,0,2,1,1,1,"1"
"156",2012,"AZ","Arizona",6553255,18.1,NA,0.62274683,31888001,32134279,NA,36125,8.3,19,0,6.6,NA,6.97,0.805,0.791,2.578,2.504,33.3,7.3,0.53,19,NA,NA,47.77734,0.115593456,0.506149793,0.213103583,NA,NA,35,0,0,2,1,1,1,"1"
"157",2013,"AZ","Arizona",6626624,18.1,NA,0.61907303,32168342,37272914,NA,36604,7.7,20.2,0,5.6,NA,6.5,0.771,0.597,2.674,2.447,35.6,7.3,NA,NA,NA,NA,45.44423,NA,NA,NA,NA,NA,NA,0,0,2,1,NA,1,"1"
"158",2014,"AZ","Arizona",6731484,NA,NA,NA,33433440,39393637,NA,38232,6.8,21.2,0,5.6,NA,6.5,0.746,0.597,2.692,2.469,35.6,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,1,NA,1,"1"
"159",2015,"AZ","Arizona",6828065,NA,NA,NA,35687278,35346766,NA,39699,6,17.2,NA,NA,NA,NA,NA,NA,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"160",2016,"AZ","Arizona",6931071,NA,NA,NA,42085094,38232376,NA,40779,5.3,16.1,NA,NA,NA,NA,0.801,0.818,2.835,2.478,35.6,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"161",2017,"AZ","Arizona",7016270,NA,NA,NA,39529658,45048921,NA,42566,4.9,13.2,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"162",2018,"AZ","Arizona",7158024,NA,NA,NA,41145291,47069066,NA,44558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"163",2019,"AZ","Arizona",7278717,NA,NA,NA,NA,NA,NA,45975,NA,NA,NA,5.6,NA,4.9,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"164",2020,"AZ","Arizona",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"165",1980,"CA","California",23667902,8.1000004,0.238235801,0.49916738,32812198,36087252,NA,11928,6.8,11,NA,4.75,0.103,9.6,NA,NA,NA,NA,NA,NA,0.55,NA,24.39999962,0.022228,48.56583,0.148621589,0.575948472,0.267474737,NA,NA,NA,1,0,0,NA,0,0,"0"
"166",1981,"CA","California",24285933,8.1000004,0.341263771,0.50215912,38845686,39552218,NA,13144,7.4,13.3,NA,4.75,0.098,9.6,NA,NA,NA,NA,10,5.5,NA,NA,22.79999924,0.06739,45.94973,0.136107564,0.520239009,0.24845519,NA,NA,NA,1,0,0,NA,0,0,"0"
"167",1982,"CA","California",24820009,8.1000004,0.351221561,0.50749058,40443843,42247431,NA,13742,9.9,14.1,NA,4.75,0.099,9.6,NA,NA,NA,NA,NA,5.4,0.49,NA,22.60000038,0.06739,46.91925,0.123593546,0.464529547,0.229435643,NA,NA,NA,1,0,0,NA,0,0,"0"
"168",1983,"CA","California",25360026,8.1000004,0.360621989,0.51250148,42493208,43768233,NA,14517,9.7,14.9,NA,4.75,0.099,9.6,NA,NA,NA,NA,11.7,5.6,NA,NA,22.29999924,0.071444,50.12256,0.08349739,0.513706104,0.234582728,NA,NA,NA,1,0,0,NA,0,0,"0"
"169",1984,"CA","California",25844393,8.1000004,0.370366395,0.51666301,44715663,50634405,NA,15913,7.8,13.2,NA,4.75,0.101,9.6,NA,NA,NA,NA,11.7,5.8,0.57,NA,21.60000038,0.071444,50.78616,0.062498286,0.451893322,0.255837469,NA,NA,NA,1,0,0,NA,0,0,"0"
"170",1985,"CA","California",26441109,10.9,0.379739255,0.52542108,51839954,57894216,NA,16777,7.2,13.6,NA,4.75,0.102,9.6,NA,NA,NA,NA,12.5,5.8,NA,NA,20.70000076,0.076014,50.97934,0.131963223,0.42595117,0.267615443,NA,NA,NA,1,0,0,NA,0,0,"0"
"171",1986,"CA","California",27102237,10.9,0.38927564,0.5361926,57398250,63987002,NA,17526,6.7,12.7,NA,4.75,0.101,9.6,NA,NA,NA,NA,12.5,5.8,0.43,NA,20.29999924,0.076014,51.10915,0.067002811,0.471806888,0.173011248,NA,NA,NA,1,0,0,NA,0,0,"0"
"172",1987,"CA","California",27777158,10.9,0.399023831,0.55492485,62480553,70394465,28902,18447,5.8,12.3,NA,4.75,0.104,9.6,NA,NA,NA,NA,14.2,5.9,NA,NA,19.79999924,0.002044,53.22956,0.045320991,0.408048892,0.112889968,NA,NA,NA,1,0,0,NA,0,0,"0"
"173",1988,"CA","California",28464249,10.9,0.409095407,0.57555199,66902953,73227247,29801,19515,5.3,13.2,0,4.75,0.1,9.3,NA,NA,NA,NA,14.2,6,0.56,NA,18.79999924,0.002044,56.60525,0.047395326,0.434471635,0.151536707,NA,NA,NA,1,0,0,NA,1,0,"0"
"174",1989,"CA","California",29218164,10.9,0.418868154,0.59985262,72583084,81708214,30129,20448,5.1,12.9,0,5,0.101,9.3,NA,NA,NA,NA,15.8,6,NA,NA,19.39999962,0.072994,55.82679,0.086418249,0.375293995,0.14133945,NA,NA,NA,1,0,0,NA,1,0,"0"
"175",1990,"CA","California",29811427,10.9,0.427323908,0.59873945,78867326,89275421,30244,21380,5.6,13.9,0,5,0.103,9.3,NA,NA,NA,NA,15.8,5.9,0.42,NA,18.79999924,0.072994,53.4977,0.048336647,0.366276241,0.117999375,NA,NA,NA,1,0,0,NA,1,0,"0"
"176",1991,"CA","California",30414114,10.9,0.437776387,0.59966153,85639976,90783734,29310,21734,7.5,15.7,0,6,0.104,9.3,NA,NA,NA,NA,17.5,5.6,NA,NA,18.70000076,0.149125,51.67015,0.056171831,0.352474778,0.133574772,NA,NA,NA,1,0,0,NA,0,0,"0"
"177",1992,"CA","California",30875920,10.9,0.446423262,0.61396575,97231185,102000000,28786,22439,9.1,16.4,0,6,0.106,9.3,NA,NA,NA,NA,18.3,5.5,0.6,8,18.60000038,0.149125,52.47207,0.09251368,0.486712605,0.141635846,208.399,202.248,30,1,1,0,NA,0,0,"0"
"178",1993,"CA","California",31147208,10.9,0.456414819,0.60078663,104600000,108600000,28396,22744,9.2,18.2,0,6,0.106,9.3,-0.968,-0.72,2.655,2.085,22.5,5.4,NA,NA,18.5,0.148049,53.2545,0.128855526,0.620950432,0.149696919,NA,NA,35,1,1,0,NA,0,0,"0"
"179",1994,"CA","California",31317179,10.9,0.465727627,0.597561,104500000,111600000,28737,23448,8.7,17.9,0,6,0.104,9.3,-0.968,-0.72,2.655,2.085,24.2,5.6,0.47,8,18.29999924,0.148049,48.93084,0.12487673,0.635110454,0.180920289,NA,196.764,38,1,1,0,NA,0,0,"0"
